Chart Date|Rank|Album|Artist|Spotify Album ID|Peak Pos|Weeks|Change
2014-02-15|20|Shangri La|Jake Bugg|6g2dJ4mH5ESYtsn16MhjWq|1|11|-4
2014-02-15|21|Mountains Of Sorrow, Rivers Of Song|Amos Lee|7mmqWjgDqup34v4bVcTHTx|1|17|-2
2014-02-15|22|Jake Bugg|Jake Bugg|4asvshPH5nL0mjjMCE9mzi|7|39|-5
2014-02-15|23|Post Tropical|James Vincent McMorrow|6Jlf0iAXashXplLC74M3KN|7|3|-9
2014-02-15|24|Welcome To The Age Of My Body (EP)|Mary Lambert||23|1|New
2014-02-15|25|God Of Every Story|Laura Story|3X7XdbPlvfqiG8oTMLAIcZ|6|15|Re-Entry
2014-02-08|1|The River & The Thread|Rosanne Cash|1cgZCZ5EY39oxORgvhyVqJ|1|2|0
2014-02-08|2|All The Little Lights|Passenger|2sRnJq6dfXdqhIflBk0ve1|1|56|+1
2014-02-08|3|Inside Llewyn Davis: Original Soundtrack Recording|Soundtrack||1|12|-1
2014-02-08|4|Babel|Mumford & Sons|5uJpRBjDkTW8wtwDimhkdm|1|70|+1
2014-02-08|5|The Lumineers|The Lumineers|155N1gV0cIFYaLiy3I5d83|1|89|-1
2014-02-08|6|Brothers And Sisters Of The Eternal Son|Damien Jurado|6NwSYVDYxLaC6UMOrWJG5k|6|1|Hot Shot Debut
2014-02-08|7|Live At The Cellar Door|Neil Young|2h2zv7tulv5460Ijs1tpxs|1|7|+1
2014-02-08|8|Let's Be Still|The Head And The Heart|1SUZhiJWtX4NKS0KChC0vf|1|15|+1
2014-02-08|9|Paradise Valley|John Mayer|712VoD72K500yLhhgqCyVe|1|23|+1
2014-02-08|10|From Here To Now To You|Jack Johnson|61427AKV7p3p30uvrniI4L|1|19|+1
2014-02-08|11|The Civil Wars|The Civil Wars|5r0Xd2wqRkTE0BqbeYlnFN|1|25|+2
2014-02-08|12|The Lost Recordings|Jim Croce|6BjAtw7PXUrM8U0g85IKxk|3|23|+2
2014-02-08|13|Magpie And The Dandelion|The Avett Brothers|3vxPdhrgTuqqPArgXgEDdj|1|15|+2
2014-02-08|14|Post Tropical|James Vincent McMorrow|6Jlf0iAXashXplLC74M3KN|7|2|-7
2014-02-08|15|Songs From The Movie|Mary Chapin Carpenter|0H1EO2BgRZWIGn4XeaS5AE|6|2|-9
2014-02-08|16|Shangri La|Jake Bugg|6g2dJ4mH5ESYtsn16MhjWq|1|10|0
2014-02-08|17|Jake Bugg|Jake Bugg|4asvshPH5nL0mjjMCE9mzi|7|38|0
2014-02-08|18|Like It Never Happened|Elizabeth & The Catapult|1QjO72J6WPVlLPgiV3oqjQ|18|1|New
2014-02-08|19|Mountains Of Sorrow, Rivers Of Song|Amos Lee|7mmqWjgDqup34v4bVcTHTx|1|16|-1
2014-02-08|20|Last Of The Outlaws|Railroad Earth|1NIShk0HavxzB1FLr19qRH|12|3|-8
2014-02-08|21|The Worse Things Get, The Harder I Fight...|Neko Case|1lZeuZHmv7Mzngg8UEIRPo|5|21|-2
2014-02-08|22|Muchacho|Phosphorescent|2he3CA9Gg1XLCsBiMAaXiz|5|27|-2
2014-02-08|23|Goodnight Tender|Amy Ray|50kXhZZKOW75HZNbcURwsY|18|1|New
2014-02-08|24|The Lone Bellow|The Lone Bellow|3inGHKOz7EFUwJPuSAPwZB|5|35|Re-Entry
2014-02-08|25|Love Has Come For You|Steve Martin & Edie Brickell|3EI8YIXlPsYfyDXaAh3O7P|2|31|Re-Entry
2014-02-01|1|The River & The Thread|Rosanne Cash|1cgZCZ5EY39oxORgvhyVqJ|1|1|Hot Shot Debut
2014-02-01|2|Inside Llewyn Davis: Original Soundtrack Recording|Soundtrack||1|11|-1
2014-02-01|3|All The Little Lights|Passenger|2sRnJq6dfXdqhIflBk0ve1|1|55|-1
2014-02-01|4|The Lumineers|The Lumineers|155N1gV0cIFYaLiy3I5d83|1|88|-1
2014-02-01|5|Babel|Mumford & Sons|5uJpRBjDkTW8wtwDimhkdm|1|69|-1
2014-02-01|6|Songs From The Movie|Mary Chapin Carpenter|0H1EO2BgRZWIGn4XeaS5AE|6|1|New
2014-02-01|7|Post Tropical|James Vincent McMorrow|6Jlf0iAXashXplLC74M3KN|7|1|New
2014-02-01|8|Live At The Cellar Door|Neil Young|2h2zv7tulv5460Ijs1tpxs|1|6|-3
2014-02-01|9|Let's Be Still|The Head And The Heart|1SUZhiJWtX4NKS0KChC0vf|1|14|-2
2014-02-01|10|Paradise Valley|John Mayer|712VoD72K500yLhhgqCyVe|1|22|-4
2014-02-01|11|From Here To Now To You|Jack Johnson|61427AKV7p3p30uvrniI4L|1|18|-3
2014-02-01|12|Last Of The Outlaws|Railroad Earth|1NIShk0HavxzB1FLr19qRH|12|2|+3
2014-02-01|13|The Civil Wars|The Civil Wars|5r0Xd2wqRkTE0BqbeYlnFN|1|24|-4
2014-02-01|14|The Lost Recordings|Jim Croce|6BjAtw7PXUrM8U0g85IKxk|3|22|-3
2014-02-01|15|Magpie And The Dandelion|The Avett Brothers|3vxPdhrgTuqqPArgXgEDdj|1|14|-5
2014-02-01|16|Shangri La|Jake Bugg|6g2dJ4mH5ESYtsn16MhjWq|1|9|-3
2014-02-01|17|Jake Bugg|Jake Bugg|4asvshPH5nL0mjjMCE9mzi|7|37|-5
2014-02-01|18|Mountains Of Sorrow, Rivers Of Song|Amos Lee|7mmqWjgDqup34v4bVcTHTx|1|15|-2
2014-02-01|19|The Worse Things Get, The Harder I Fight...|Neko Case|1lZeuZHmv7Mzngg8UEIRPo|5|20|-5
2014-02-01|20|Muchacho|Phosphorescent|2he3CA9Gg1XLCsBiMAaXiz|5|26|-3
2014-02-01|21|The Ash & Clay|The Milk Carton Kids|40ClPXSffXRh7DhCPqy7eU|18|3|-3
2014-02-01|22|The Carpenter|The Avett Brothers|4RclFqtNPoThUz7327xFbD|2|64|-2
2014-02-01|23|Searching For Sugar Man (Soundtrack)|Rodriguez||5|68|+1
2014-02-01|24|The Essential James Taylor|James Taylor|69BraN93YbUqOGH1URqGka|17|5|-3
2014-02-01|25|O' Be Joyful|Shovels And Rope|5as0Jw3raiHUSVRQlnLYYI|7|21|Re-Entry
2014-01-25|1|Inside Llewyn Davis: Original Soundtrack Recording|Soundtrack||1|10|0
2014-01-25|2|All The Little Lights|Passenger|2sRnJq6dfXdqhIflBk0ve1|1|54|0
2014-01-25|3|The Lumineers|The Lumineers|155N1gV0cIFYaLiy3I5d83|1|87|0
2014-01-25|4|Babel|Mumford & Sons|5uJpRBjDkTW8wtwDimhkdm|1|68|0
2014-01-25|5|Live At The Cellar Door|Neil Young|2h2zv7tulv5460Ijs1tpxs|1|5|+4
2014-01-25|6|Paradise Valley|John Mayer|712VoD72K500yLhhgqCyVe|1|21|-1
2014-01-25|7|Let's Be Still|The Head And The Heart|1SUZhiJWtX4NKS0KChC0vf|1|13|0
2014-01-25|8|From Here To Now To You|Jack Johnson|61427AKV7p3p30uvrniI4L|1|17|-2
2014-01-25|9|The Civil Wars|The Civil Wars|5r0Xd2wqRkTE0BqbeYlnFN|1|23|-1
2014-01-25|10|Magpie And The Dandelion|The Avett Brothers|3vxPdhrgTuqqPArgXgEDdj|1|13|0
2014-01-25|11|The Lost Recordings|Jim Croce|6BjAtw7PXUrM8U0g85IKxk|9|21|0
2014-01-25|12|Jake Bugg|Jake Bugg|4asvshPH5nL0mjjMCE9mzi|7|36|+4
2014-01-25|13|Shangri La|Jake Bugg|6g2dJ4mH5ESYtsn16MhjWq|1|8|+1
2014-01-25|14|The Worse Things Get, The Harder I Fight...|Neko Case|1lZeuZHmv7Mzngg8UEIRPo|1|19|-2
2014-01-25|15|Last Of The Outlaws|Railroad Earth|1NIShk0HavxzB1FLr19qRH|12|1|Hot Shot Debut
2014-01-25|16|Mountains Of Sorrow, Rivers Of Song|Amos Lee|7mmqWjgDqup34v4bVcTHTx|1|14|-1
2014-01-25|17|Muchacho|Phosphorescent|2he3CA9Gg1XLCsBiMAaXiz|5|25|-4
2014-01-25|18|The Ash & Clay|The Milk Carton Kids|40ClPXSffXRh7DhCPqy7eU|18|2|+2
2014-01-25|19|Dream River|Bill Callahan||9|11|-2
2014-01-25|20|The Carpenter|The Avett Brothers|4RclFqtNPoThUz7327xFbD|2|63|+1
2014-01-25|21|The Essential James Taylor|James Taylor|69BraN93YbUqOGH1URqGka|17|4|+3
2014-01-25|22|The Lone Bellow|The Lone Bellow|3inGHKOz7EFUwJPuSAPwZB|5|34|-4
2014-01-25|23|Lily & Madeleine|Lily & Madeleine|4bVdmAXnj56vuNRCGAoO6O|14|2|Re-Entry
2014-01-25|24|Searching For Sugar Man (Soundtrack)|Rodriguez||5|67|-2
2014-01-25|25|Another Self Portrait (1969-1971): The Bootleg Series Vol. 10|Bob Dylan|3ZjvMngMKqMOhXoqUFyVoF|2|19|Re-Entry
2014-01-18|1|Inside Llewyn Davis: Original Soundtrack Recording|Soundtrack||1|9|+2
2014-01-18|2|All The Little Lights|Passenger|2sRnJq6dfXdqhIflBk0ve1|1|53|-1
2014-01-18|3|The Lumineers|The Lumineers|155N1gV0cIFYaLiy3I5d83|1|86|-1
2014-01-18|4|Babel|Mumford & Sons|5uJpRBjDkTW8wtwDimhkdm|1|67|0
2014-01-18|5|Paradise Valley|John Mayer|712VoD72K500yLhhgqCyVe|1|20|0
2014-01-18|6|From Here To Now To You|Jack Johnson|61427AKV7p3p30uvrniI4L|1|16|0
2014-01-18|7|Let's Be Still|The Head And The Heart|1SUZhiJWtX4NKS0KChC0vf|1|12|+3
2014-01-18|8|The Civil Wars|The Civil Wars|5r0Xd2wqRkTE0BqbeYlnFN|1|22|0
2014-01-18|9|Live At The Cellar Door|Neil Young|2h2zv7tulv5460Ijs1tpxs|1|4|-2
2014-01-18|10|Magpie And The Dandelion|The Avett Brothers|3vxPdhrgTuqqPArgXgEDdj|1|12|-1
2014-01-18|11|The Lost Recordings|Jim Croce|6BjAtw7PXUrM8U0g85IKxk|3|20|0
2014-01-18|12|The Worse Things Get, The Harder I Fight...|Neko Case|1lZeuZHmv7Mzngg8UEIRPo|5|18|0
2014-01-18|13|Muchacho|Phosphorescent|2he3CA9Gg1XLCsBiMAaXiz|5|24|+7
2014-01-18|14|Shangri La|Jake Bugg|6g2dJ4mH5ESYtsn16MhjWq|1|7|0
2014-01-18|15|Mountains Of Sorrow, Rivers Of Song|Amos Lee|7mmqWjgDqup34v4bVcTHTx|1|13|0
2014-01-18|16|Jake Bugg|Jake Bugg|4asvshPH5nL0mjjMCE9mzi|7|35|+1
2014-01-18|17|Dream River|Bill Callahan||9|10|+7
2014-01-18|18|The Lone Bellow|The Lone Bellow|3inGHKOz7EFUwJPuSAPwZB|5|33|+5
2014-01-18|19|Volume 3|She & Him|7L0jUfO6TEYQmrVQTDp2xA|1|22|-6
2014-01-18|20|The Ash & Clay|The Milk Carton Kids|40ClPXSffXRh7DhCPqy7eU|18|1|Hot Shot Debut
2014-01-18|21|The Carpenter|The Avett Brothers|4RclFqtNPoThUz7327xFbD|2|62|0
2014-01-18|22|Searching For Sugar Man (Soundtrack)|Rodriguez||5|66|0
2014-01-18|23|God Of Every Story|Laura Story|3X7XdbPlvfqiG8oTMLAIcZ|6|14|-4
2014-01-18|24|The Essential James Taylor|James Taylor|69BraN93YbUqOGH1URqGka|17|3|Re-Entry
2014-01-18|25|Love Has Come For You|Steve Martin & Edie Brickell|3EI8YIXlPsYfyDXaAh3O7P|2|30|-7
2014-01-11|1|All The Little Lights|Passenger|2sRnJq6dfXdqhIflBk0ve1|1|52|+2
2014-01-11|2|The Lumineers|The Lumineers|155N1gV0cIFYaLiy3I5d83|1|85|Re-Entry
2014-01-11|3|Inside Llewyn Davis: Original Soundtrack Recording|Soundtrack||1|8|+2
2014-01-11|4|Babel|Mumford & Sons|5uJpRBjDkTW8wtwDimhkdm|1|66|-2
2014-01-11|5|Paradise Valley|John Mayer|712VoD72K500yLhhgqCyVe|1|19|-1
2014-01-11|6|From Here To Now To You|Jack Johnson|61427AKV7p3p30uvrniI4L|1|15|0
2014-01-11|7|Live At The Cellar Door|Neil Young|2h2zv7tulv5460Ijs1tpxs|1|3|-6
2014-01-11|8|The Civil Wars|The Civil Wars|5r0Xd2wqRkTE0BqbeYlnFN|1|21|-1
2014-01-11|9|Magpie And The Dandelion|The Avett Brothers|3vxPdhrgTuqqPArgXgEDdj|1|11|-1
2014-01-11|10|Let's Be Still|The Head And The Heart|1SUZhiJWtX4NKS0KChC0vf|1|11|-1
2014-01-11|11|The Lost Recordings|Jim Croce|6BjAtw7PXUrM8U0g85IKxk|3|19|-1
2014-01-11|12|The Worse Things Get, The Harder I Fight...|Neko Case|1lZeuZHmv7Mzngg8UEIRPo|5|17|-1
2014-01-11|13|Volume 3|She & Him|7L0jUfO6TEYQmrVQTDp2xA|1|21|+4
2014-01-11|14|Shangri La|Jake Bugg|6g2dJ4mH5ESYtsn16MhjWq|1|6|0
2014-01-11|15|Mountains Of Sorrow, Rivers Of Song|Amos Lee|7mmqWjgDqup34v4bVcTHTx|1|12|0
2014-01-11|16|Another Self Portrait (1969-1971): The Bootleg Series Vol. 10|Bob Dylan|3ZjvMngMKqMOhXoqUFyVoF|2|18|-4
2014-01-11|17|Jake Bugg|Jake Bugg|4asvshPH5nL0mjjMCE9mzi|7|34|+1
2014-01-11|18|Love Has Come For You|Steve Martin & Edie Brickell|3EI8YIXlPsYfyDXaAh3O7P|2|29|-2
2014-01-11|19|God Of Every Story|Laura Story|3X7XdbPlvfqiG8oTMLAIcZ|6|13|-6
2014-01-11|20|Muchacho|Phosphorescent|2he3CA9Gg1XLCsBiMAaXiz|5|23|-1
2014-01-11|21|The Carpenter|The Avett Brothers|4RclFqtNPoThUz7327xFbD|2|61|+1
2014-01-11|22|Searching For Sugar Man (Soundtrack)|Rodriguez||5|65|-2
2014-01-11|23|The Lone Bellow|The Lone Bellow|3inGHKOz7EFUwJPuSAPwZB|5|32|Re-Entry
2014-01-11|24|Dream River|Bill Callahan||9|9|0
2014-01-11|25|Build Me Up From Bones|Sarah Jarosz|1MRorfsfl5qujdWudGmehu|6|12|Re-Entry
2014-01-04|1|Live At The Cellar Door|Neil Young|2h2zv7tulv5460Ijs1tpxs|1|2|0
2014-01-04|2|Babel|Mumford & Sons|5uJpRBjDkTW8wtwDimhkdm|1|65|+1
2014-01-04|3|All The Little Lights|Passenger|2sRnJq6dfXdqhIflBk0ve1|1|51|-1
2014-01-04|4|Paradise Valley|John Mayer|712VoD72K500yLhhgqCyVe|1|18|+1
2014-01-04|5|Inside Llewyn Davis: Original Soundtrack Recording|Soundtrack||2|7|-1
2014-01-04|6|From Here To Now To You|Jack Johnson|61427AKV7p3p30uvrniI4L|1|14|0
2014-01-04|7|The Civil Wars|The Civil Wars|5r0Xd2wqRkTE0BqbeYlnFN|1|20|+1
2014-01-04|8|Magpie And The Dandelion|The Avett Brothers|3vxPdhrgTuqqPArgXgEDdj|1|10|-1
2014-01-04|9|Let's Be Still|The Head And The Heart|1SUZhiJWtX4NKS0KChC0vf|1|10|0
2014-01-04|10|The Lost Recordings|Jim Croce|6BjAtw7PXUrM8U0g85IKxk|9|18|0
2014-01-04|11|The Worse Things Get, The Harder I Fight...|Neko Case|1lZeuZHmv7Mzngg8UEIRPo|1|16|0
2014-01-04|12|Another Self Portrait (1969-1971): The Bootleg Series Vol. 10|Bob Dylan|3ZjvMngMKqMOhXoqUFyVoF|2|17|+4
2014-01-04|13|God Of Every Story|Laura Story|3X7XdbPlvfqiG8oTMLAIcZ|6|12|-1
2014-01-04|14|Shangri La|Jake Bugg|6g2dJ4mH5ESYtsn16MhjWq|1|5|-1
2014-01-04|15|Mountains Of Sorrow, Rivers Of Song|Amos Lee|7mmqWjgDqup34v4bVcTHTx|1|11|-1
2014-01-04|16|Love Has Come For You|Steve Martin & Edie Brickell|3EI8YIXlPsYfyDXaAh3O7P|2|28|+2
2014-01-04|17|Volume 3|She & Him|7L0jUfO6TEYQmrVQTDp2xA|1|20|Re-Entry
2014-01-04|18|Jake Bugg|Jake Bugg|4asvshPH5nL0mjjMCE9mzi|7|33|+2
2014-01-04|19|Muchacho|Phosphorescent|2he3CA9Gg1XLCsBiMAaXiz|5|22|Re-Entry
2014-01-04|20|Searching For Sugar Man (Soundtrack)|Rodriguez||5|64|+2
2014-01-04|21|Old Yellow Moon|Emmylou Harris & Rodney Crowell|33CP9PApYibgmRsx7ux6sE|3|26|+3
2014-01-04|22|The Carpenter|The Avett Brothers|4RclFqtNPoThUz7327xFbD|2|60|Re-Entry
2014-01-04|23|The Essential James Taylor|James Taylor|69BraN93YbUqOGH1URqGka|17|2|Re-Entry
2014-01-04|24|Dream River|Bill Callahan||9|8|-3
2014-01-04|25|Once I Was An Eagle|Laura Marling|35He6RuwS8C2KjG067Gobl|4|7|Re-Entry
2013-12-28|1|Live At The Cellar Door|Neil Young|2h2zv7tulv5460Ijs1tpxs|1|1|Hot Shot Debut
2013-12-28|2|All The Little Lights|Passenger|2sRnJq6dfXdqhIflBk0ve1|1|50|-1
2013-12-28|3|Babel|Mumford & Sons|5uJpRBjDkTW8wtwDimhkdm|1|64|-1
2013-12-28|4|Inside Llewyn Davis: Original Soundtrack Recording|Soundtrack||1|6|+5
2013-12-28|5|Paradise Valley|John Mayer|712VoD72K500yLhhgqCyVe|1|17|-2
2013-12-28|6|From Here To Now To You|Jack Johnson|61427AKV7p3p30uvrniI4L|1|13|-1
2013-12-28|7|Magpie And The Dandelion|The Avett Brothers|3vxPdhrgTuqqPArgXgEDdj|1|9|0
2013-12-28|8|The Civil Wars|The Civil Wars|5r0Xd2wqRkTE0BqbeYlnFN|1|19|-2
2013-12-28|9|Let's Be Still|The Head And The Heart|1SUZhiJWtX4NKS0KChC0vf|1|9|+1
2013-12-28|10|The Lost Recordings|Jim Croce|6BjAtw7PXUrM8U0g85IKxk|3|17|+1
2013-12-28|11|The Worse Things Get, The Harder I Fight...|Neko Case|1lZeuZHmv7Mzngg8UEIRPo|5|15|+3
2013-12-28|12|God Of Every Story|Laura Story|3X7XdbPlvfqiG8oTMLAIcZ|6|11|+4
2013-12-28|13|Shangri La|Jake Bugg|6g2dJ4mH5ESYtsn16MhjWq|1|4|0
2013-12-28|14|Mountains Of Sorrow, Rivers Of Song|Amos Lee|7mmqWjgDqup34v4bVcTHTx|1|10|-2
2013-12-28|15|Thanks|Shelby Lynne||15|1|New
2013-12-28|16|Another Self Portrait (1969-1971): The Bootleg Series Vol. 10|Bob Dylan|3ZjvMngMKqMOhXoqUFyVoF|2|16|+5
2013-12-28|17|Drive All Night (EP)|Glen Hansard||8|2|-9
2013-12-28|18|Love Has Come For You|Steve Martin & Edie Brickell|3EI8YIXlPsYfyDXaAh3O7P|2|27|Re-Entry
2013-12-28|19|Divided & United: The Songs Of The Civil War|Various Artists|0CdtH35uJUN6MCHTEVysun|11|6|-1
2013-12-28|20|Jake Bugg|Jake Bugg|4asvshPH5nL0mjjMCE9mzi|7|32|0
2013-12-28|21|Dream River|Bill Callahan||9|7|Re-Entry
2013-12-28|22|Searching For Sugar Man (Soundtrack)|Rodriguez||5|63|+2
2013-12-28|23|Build Me Up From Bones|Sarah Jarosz|1MRorfsfl5qujdWudGmehu|6|11|-4
2013-12-28|24|Old Yellow Moon|Emmylou Harris & Rodney Crowell|33CP9PApYibgmRsx7ux6sE|3|25|Re-Entry
2013-12-28|25|Bare Bones EP|The Civil Wars|0EIZbhrZvPpSoR0JnqvjWn|4|2|-21
2013-12-21|1|All The Little Lights|Passenger|2sRnJq6dfXdqhIflBk0ve1|1|49|+3
2013-12-21|2|Babel|Mumford & Sons|5uJpRBjDkTW8wtwDimhkdm|1|63|-1
2013-12-21|3|Paradise Valley|John Mayer|712VoD72K500yLhhgqCyVe|1|16|-1
2013-12-21|4|Bare Bones EP|The Civil Wars|0EIZbhrZvPpSoR0JnqvjWn|4|1|Hot Shot Debut
2013-12-21|5|From Here To Now To You|Jack Johnson|61427AKV7p3p30uvrniI4L|1|12|-2
2013-12-21|6|The Civil Wars|The Civil Wars|5r0Xd2wqRkTE0BqbeYlnFN|1|18|0
2013-12-21|7|Magpie And The Dandelion|The Avett Brothers|3vxPdhrgTuqqPArgXgEDdj|1|8|-2
2013-12-21|8|Drive All Night (EP)|Glen Hansard||8|1|New
2013-12-21|9|Inside Llewyn Davis: Original Soundtrack Recording|Soundtrack||1|5|+3
2013-12-21|10|Let's Be Still|The Head And The Heart|1SUZhiJWtX4NKS0KChC0vf|1|8|-2
2013-12-21|11|The Lost Recordings|Jim Croce|6BjAtw7PXUrM8U0g85IKxk|3|16|-2
2013-12-21|12|Mountains Of Sorrow, Rivers Of Song|Amos Lee|7mmqWjgDqup34v4bVcTHTx|1|9|+2
2013-12-21|13|Shangri La|Jake Bugg|6g2dJ4mH5ESYtsn16MhjWq|1|3|-2
2013-12-21|14|The Worse Things Get, The Harder I Fight...|Neko Case|1lZeuZHmv7Mzngg8UEIRPo|5|14|+5
2013-12-21|15|Life|Ryan Kelly|7lRvSWMUCTIjkvZQLy4yBx|15|1|New
2013-12-21|16|God Of Every Story|Laura Story|3X7XdbPlvfqiG8oTMLAIcZ|6|10|-6
2013-12-21|17|Nashville Indie Spotlight 2014|Various Artists||17|1|New
2013-12-21|18|Divided & United: The Songs Of The Civil War|Various Artists|0CdtH35uJUN6MCHTEVysun|11|5|-2
2013-12-21|19|Build Me Up From Bones|Sarah Jarosz|1MRorfsfl5qujdWudGmehu|6|10|+4
2013-12-21|20|Jake Bugg|Jake Bugg|4asvshPH5nL0mjjMCE9mzi|7|31|+1
2013-12-21|21|Another Self Portrait (1969-1971): The Bootleg Series Vol. 10|Bob Dylan|3ZjvMngMKqMOhXoqUFyVoF|2|15|+1
2013-12-21|22|I'm A Stranger Here|The Devil Makes Three|7h9cJ7hKZKSnljTSxFbN1L|9|6|+2
2013-12-21|23|Muchacho|Phosphorescent|2he3CA9Gg1XLCsBiMAaXiz|5|21|Re-Entry
2013-12-21|24|Searching For Sugar Man (Soundtrack)|Rodriguez||5|62|Re-Entry
2013-12-21|25|The Lone Bellow|The Lone Bellow|3inGHKOz7EFUwJPuSAPwZB|5|31|Re-Entry
2013-12-14|1|Babel|Mumford & Sons|5uJpRBjDkTW8wtwDimhkdm|1|62|+2
2013-12-14|2|Paradise Valley|John Mayer|712VoD72K500yLhhgqCyVe|1|15|+3
2013-12-14|3|From Here To Now To You|Jack Johnson|61427AKV7p3p30uvrniI4L|1|11|+1
2013-12-14|4|All The Little Lights|Passenger|2sRnJq6dfXdqhIflBk0ve1|1|48|-2
2013-12-14|5|Magpie And The Dandelion|The Avett Brothers|3vxPdhrgTuqqPArgXgEDdj|1|7|+1
2013-12-14|6|The Civil Wars|The Civil Wars|5r0Xd2wqRkTE0BqbeYlnFN|1|17|+4
2013-12-14|7|+|Ed Sheeran|3Zao4egmTSVP5LfAhHO4o1|1|77|+2
2013-12-14|8|Let's Be Still|The Head And The Heart|1SUZhiJWtX4NKS0KChC0vf|1|7|-1
2013-12-14|9|The Lost Recordings|Jim Croce|6BjAtw7PXUrM8U0g85IKxk|3|15|+6
2013-12-14|10|God Of Every Story|Laura Story|3X7XdbPlvfqiG8oTMLAIcZ|6|9|+4
2013-12-14|11|Shangri La|Jake Bugg|6g2dJ4mH5ESYtsn16MhjWq|1|2|-10
2013-12-14|12|Inside Llewyn Davis: Original Soundtrack Recording|Soundtrack||1|4|-4
2013-12-14|13|The Christmas Album|Tyrone Wells||13|1|Hot Shot Debut
2013-12-14|14|Mountains Of Sorrow, Rivers Of Song|Amos Lee|7mmqWjgDqup34v4bVcTHTx|1|8|-1
2013-12-14|15|Side Tracks|Bob Dylan||15|1|New
2013-12-14|16|Divided & United: The Songs Of The Civil War|Various Artists|0CdtH35uJUN6MCHTEVysun|11|4|+3
2013-12-14|17|Between The Bars (EP)|The Civil Wars|3N99UWfASH8iTQqGoFV7q5|3|1|New
2013-12-14|18|Nilsson: Sessions 1967-1975: Rarites From The RCA Albums Collection|Harry Nilsson||18|1|New
2013-12-14|19|The Worse Things Get, The Harder I Fight...|Neko Case|1lZeuZHmv7Mzngg8UEIRPo|5|13|-2
2013-12-14|20|Love Has Come For You|Steve Martin & Edie Brickell|3EI8YIXlPsYfyDXaAh3O7P|2|26|Re-Entry
2013-12-14|21|Jake Bugg|Jake Bugg|4asvshPH5nL0mjjMCE9mzi|7|30|-5
2013-12-14|22|Another Self Portrait (1969-1971): The Bootleg Series Vol. 10|Bob Dylan|3ZjvMngMKqMOhXoqUFyVoF|2|14|-1
2013-12-14|23|Build Me Up From Bones|Sarah Jarosz|1MRorfsfl5qujdWudGmehu|6|9|+2
2013-12-14|24|I'm A Stranger Here|The Devil Makes Three|7h9cJ7hKZKSnljTSxFbN1L|9|5|-6
2013-12-14|25|Stripped Down At Grimey's (EP)|Dawes||25|1|New
2013-12-07|1|Shangri La|Jake Bugg|6g2dJ4mH5ESYtsn16MhjWq|1|1|Hot Shot Debut
2013-12-07|2|All The Little Lights|Passenger|2sRnJq6dfXdqhIflBk0ve1|1|47|-1
2013-12-07|3|Babel|Mumford & Sons|5uJpRBjDkTW8wtwDimhkdm|1|61|0
2013-12-07|4|From Here To Now To You|Jack Johnson|61427AKV7p3p30uvrniI4L|1|10|+2
2013-12-07|5|Paradise Valley|John Mayer|712VoD72K500yLhhgqCyVe|1|14|+2
2013-12-07|6|Magpie And The Dandelion|The Avett Brothers|3vxPdhrgTuqqPArgXgEDdj|1|6|-2
2013-12-07|7|Let's Be Still|The Head And The Heart|1SUZhiJWtX4NKS0KChC0vf|1|6|-2
2013-12-07|8|Inside Llewyn Davis: Original Soundtrack Recording|Soundtrack||1|3|-6
2013-12-07|9|+|Ed Sheeran|3Zao4egmTSVP5LfAhHO4o1|1|76|-1
2013-12-07|10|The Civil Wars|The Civil Wars|5r0Xd2wqRkTE0BqbeYlnFN|1|16|0
2013-12-07|11|Some Old, Some New, Maybe A Cover Or Two|Cody Canada||11|1|New
2013-12-07|12|Chasing Twisters (EP)|Delta Rae||12|1|New
2013-12-07|13|Mountains Of Sorrow, Rivers Of Song|Amos Lee|7mmqWjgDqup34v4bVcTHTx|1|7|-1
2013-12-07|14|God Of Every Story|Laura Story|3X7XdbPlvfqiG8oTMLAIcZ|6|8|+2
2013-12-07|15|The Lost Recordings|Jim Croce|6BjAtw7PXUrM8U0g85IKxk|3|14|-2
2013-12-07|16|Jake Bugg|Jake Bugg|4asvshPH5nL0mjjMCE9mzi|7|29|+6
2013-12-07|17|The Worse Things Get, The Harder I Fight...|Neko Case|1lZeuZHmv7Mzngg8UEIRPo|5|12|+3
2013-12-07|18|I'm A Stranger Here|The Devil Makes Three|7h9cJ7hKZKSnljTSxFbN1L|9|4|-1
2013-12-07|19|Divided & United: The Songs Of The Civil War|Various Artists|0CdtH35uJUN6MCHTEVysun|11|3|-4
2013-12-07|20|Live At First Avenue|Trampled By Turtles|6YUPlYsj897dujBQfPeafC|9|2|-11
2013-12-07|21|Another Self Portrait (1969-1971): The Bootleg Series Vol. 10|Bob Dylan|3ZjvMngMKqMOhXoqUFyVoF|2|13|+3
2013-12-07|22|The Lone Bellow|The Lone Bellow|3inGHKOz7EFUwJPuSAPwZB|5|30|Re-Entry
2013-12-07|23|Burgh Island (EP)|Ben Howard|0SudjNaf3DuVpZzM7bGNZ5|11|4|-12
2013-12-07|24|Smoke And Mirrors|Brett Dennen|2pAIXVAEZ6J4t2LdKrhlJY|4|5|+1
2013-12-07|25|Build Me Up From Bones|Sarah Jarosz|1MRorfsfl5qujdWudGmehu|6|8|Re-Entry
2013-11-30|1|All The Little Lights|Passenger|2sRnJq6dfXdqhIflBk0ve1|1|46|0
